libelle_court,libelle_long,libelle_edition,id
'SESOP','SCIENCES ECONOMIQUES ET SOCIALES OPTION','Sciences economiques et sociales option',2203
'SESPE','SCIENCES ECONOMIQUES SPECIALITE','Sciences economiques specialite',2204
'SECSD','SCIENCES ECONOMIQUES ET SOCIALES DIVERS','Sciences economiques et sociales divers',2205
'MA-AI','MATHEMATIQUES APPLIQUEES ET INFORMATIQUE','Mathematiques appliquees et informatique',2206
'GEOAT','GEOGRAPHIE APPLIQUEE AU TOURISME','Geographie appliquee au tourisme',2207
'LMR2','MELANESIEN DREHU LV2','Mélanésien drehu lv2',2208
'CGEXP','CULTURE GENERALE ET EXPRESSION','Culture generale et expression',2370
'PRPLA','PRATIQUE PLASTIQUE','Pratique plastique',2371
'AT-3D','ATELIER 3D','Atelier 3d',2372
'ATCON','ATELIERS DE CONCEPTION','Ateliers de conception',2373
'STRMT','STRATEGIE DE MAINTENANCE','Strategie de maintenance',2374
'TPMTN','TRAVAUX PRATIQUES DE MAINTENANCE','Travaux pratiques de maintenance',2375
'CUGEX','CULTURE GENERALE ET EXPRESSION','Culture generale et expression',2376
'CSMAE','CONST.STRUCT.MATER.APPLIQ. ELECTRONIQUE','Const.struct.mater.appliq. electronique',2377
'ACPRA','ACTIVITES PRATIQUES','Activites pratiques',2378
'SCEEL','SCIENCES APPLIQUEES ELECTRIQ ELECTRONIQ','Sciences appliquees electriq electroniq',2379
'TECBB','TECHNOLOGIES BIOCHIMIQUES ET BIOLOGIQUES','Technologies biochimiques et biologiques',2380
'EPROU','ETUDE DES PRODUITS ET DES OUTILLAGES','Etude des produits et des outillages',2381
'INDMC','INDUSTRIALISATION','Industrialisation',2382
'PROMC','PRODUCTION','Production',2383
'GTEAF','GESTION TECHN. ET ECON. D''UNE AFFAIRE','Gestion techn. et econ. d''une affaire',2384
'COMAN','COMMUNICATION ANIMATION','Communication animation',2385
'MANCO','MANAGEMENT COMMERCIAL','Management commercial',2386
'E-VIE','ECONOMIE - VIE DES ENTREPRISES','Economie - vie des entreprises',2387
'DCLIE','DEVELOPPEMENT DE CLIENTELES','Developpement de clienteles',2388
'COMLV','COMMUNICATION EN LV ETRANGERE','Communication en lv etrangere',2389
'SIGNE','LANGUE DES SIGNES','Langue des signes',2390
'VISCO','VIE SCOLAIRE','Vie scolaire',2391
'BIMGG','BIOLOGIE MOLECULAIRE ET GENIE GENETIQUE','Biologie moleculaire et genie genetique',2392
'BANAL','BIOCHIMIE ANALYTIQUE','Biochimie analytique',2393
'BISFP','BIOCHIMIE STRUCTUR.& FONCTION. PROTEINES','Biochimie structur.& fonction. proteines',2394
'MBIGF','MICROBIOLOGIE ET GENIE FERMENTAIRE','Microbiologie et genie fermentaire',2395
'BTCEL','BIOLOGIE ET TECHNOLOGIES CELLULAIRES','Biologie et technologies cellulaires',2396
'INTDT','INTRODUCTION AU DROIT','Introduction au droit',2397
'BIOIL','BIO-INFORMATIQUE ET INFORMATIQUE DE LABO','Bio-informatique et informatique de labo',2398
'SECUR','SECURITE','Securite',2399
'PPENC','PROJET PLURITECHNIQUE ENCADRE','Projet pluritechnique encadre',2400
'CORPS','CONNAISSANCE DU CORPS','Connaissance du corps',2401
'CHORE','CULTURE CHOREGRAPHIQUE','Culture choregraphique',2402
'FINET','FINANCE D''ENTREPRISE','Finance d''entreprise',2403
'MANAG','MANAGEMENT','Management',2404
'SIGES','SYSTÈME D''INFORMATION ET DE GESTION','Système d''information et de gestion',2405
'INTCT','INTRODUCTION A LA COMPTABILITE','Introduction a la comptabilite',2406
'CTAPP','COMPTABILITE APPROFONDIE','Comptabilite approfondie',2407
'ANGAF','ANGLAIS APPLIQUE AUX AFFAIRES','Anglais applique aux affaires',2408
'RELAP','RELATIONS PROFESSIONNELLES','Relations professionnelles',2409
'METHO','MODULES METHODOLOGIQUES','Modules methodologiques',2410
'INRES','INSTITUTIONS ET RESEAUX','Institutions et reseaux',2411
'PUBLI','PUBLICS','Publics',2412
'PRESE','PRESTATIONS ET SERVICES','Prestations et services',2413
'RSHUM','RESSOURCES HUMAINES','Ressources humaines',2414
'TICOP','TECHNIQ.INFORMATION & COMMUNICATION PROF','Techniq.information & communication prof',2415
'TGADF','TECHNIQ. GESTION ADMINISTR. & FINANCIERE','Techniq. gestion administr. & financiere',2416
'MASSS','METHODO.APPLIQ.SECTEUR SANIT.& SOC.','Methodo.appliq.secteur sanit.& soc.',2417
'ACTIP','ACTION PROFESSIONNELLE','Action professionnelle',2418
'EEJMA','ENVIRON.ECO.JUR.& MANAGER.DE L''ASSURANCE','Environ.eco.jur.& manager.de l''assurance',2419
'COGRC','COMMUNICATION & GESTION RELATION CLIENT','Communication & gestion relation client',2420
'PPAPP','PROJETS PROFESSIONNELS APPLIQUES','Projets professionnels appliques',2421
'HEMAN','HEMATOLOGIE-ANATOMOPATHOLOGIE','Hematologie-anatomopathologie',2422
'CMPRO','CONNAISSANCE DU MILIEU PROFESSIONNEL','Connaissance du milieu professionnel',2423
'LMN5','MELANESIEN NENGONE DEBUTANT','Mélanésien nengone debutant',2211
'LMN3C','MELANESIEN NENGONE LV3 CORRESP.','Mélanésien nengone lv3 corresp.',2212
'LMD2','MELANESIEN PAICI LV2','Mélanésien paici lv2',2213
'MOS2C','LANGUES REGION. PAYS MOSELLANS 2CORRESP','Langues régionales des pays mosellans 2corresp',2216
'LIM3C','LIMOUSIN LV3  CORRESP.','Limousin lv3  corresp.',2225
'NIS2C','NISSART LV2  CORRESP.','Nissart lv2  corresp.',2226
'PRV5','PROVENCAL DEBUTANT','Provençal debutant',2227
'LRA2','LANGUES REGIONALES D''ALSACE LV2','Langues régionales d''Alsace lv2',2228
'LRA2C','LANGUES REGIONALES D''ALSACE LV2  CORRESP','Langues régionales d''Alsace lv2  corresp',2229
'AUV3C','AUVERGNAT LV3  CORRESP.','Auvergnat lv3  corresp.',2230
'BAS2C','BASQUE LV2  CORRESP.','Basque lv2  corresp.',2231
'CAT2','CATALAN LV2','Catalan lv2',2233
'CAT3C','CATALAN LV3  CORRESP.','Catalan lv3  corresp.',2234
'COR2C','CORSE LV2  CORRESP.','Corse lv2  corresp.',2235
'MLG3C','MALGACHE  LV3  CORRESP.','Malgache  lv3  corresp.',2236
'ROU9','ROUMAIN LANGUE DE SECTION','Roumain langue de section',2237
'TCH3','TCHEQUE LV3','Tchèque lv3',2238
'TCH2C','TCHEQUE LV2  CORRESP.','Tchèque lv2  corresp.',2239
'PER2C','PERSAN  LV2  CORRESP.','Persan  lv2  corresp.',2242
'HON2','HONGROIS  LV2','Hongrois  lv2',2243
'CAM5','CAMBODGIEN LV DEBUTANT','Cambodgien lv debutant',2245
'FIN2','FINNOIS    LV2','Finnois    lv2',2248
'RUS3C','RUSSE LV3  CORRESP.','Russe lv3  corresp.',2249
'ARM3','ARMENIEN LV3','Arménien lv3',2250
'ARM2C','ARMENIEN LV2  CORRESP.','Arménien lv2  corresp.',2251
'AMH3','AMHARIQUE LV3','Amharique lv3',2252
'AMH3C','AMHARIQUE LV3  CORRESP.','Amharique lv3  corresp.',2253
'POL3C','POLONAIS  LV3  CORRESP.','Polonais  lv3  corresp.',2254
'RUS3','RUSSE LV3','Russe lv3',2255
'ITA4C','ITALIEN LV RENFORCE  CORRESP.','Italien lv renforce  corresp.',2257
'JAP3','JAPONAIS LV3','Japonais lv3',2258
'JAP4C','JAPONAIS LV RENFORCE  CORRESP.','Japonais lv renforce  corresp.',2260
'POR5','PORTUGAIS LV DEBUTANT','Portugais lv debutant',2261
'POR2C','PORTUGAIS LV2  CORRESP.','Portugais lv2  corresp.',2262
'DAN3','DANOIS   LV3','Danois   lv3',2264
'DAN9','DANOIS LANGUE DE SECTION','Danois langue de section',2265
'DAN4C','DANOIS   LV RENFORCE  CORRESP.','Danois   lv renforce  corresp.',2266
'ESP4','ESPAGNOL LV RENFORCE','Espagnol lv renforce',2267
'ESP1C','ESPAGNOL LV1  CORRESP.','Espagnol lv1  corresp.',2268
'AGL4','ANGLAIS LV RENFORCE','Anglais lv renforce',2270
'AGL2C','ANGLAIS LV2  CORRESP.','Anglais lv2  corresp.',2271
'LV 2','LANGUE VIVANTE 2','Langue vivante 2',2272
'ALL1','ALLEMAND LV1','Allemand lv1',2273
'ALL9','ALLEMAND LANGUE DE SECTION','Allemand langue de section',2274
'ALL4C','ALLEMAND LV RENFORCE  CORRESP.','Allemand lv renforce  corresp.',2275
'PBSCU','PROBLEMES SOCIO-CULTURELS','Problemes socio-culturels',2276
'ACPER','ACTIVITES PERSONNELLES','Activites personnelles',2277
'F-PRA','FORMATION PRATIQUE','Formation pratique',2278
'MADIV','MATIERES DIVERSES','Matieres diverses',2279
'I-RHU','INITIATION AUX RELATIONS HUMAINES','Initiation aux relations humaines',2280
'EX-RU','EXPRESSION FRANCAISE -RELATIONS HUMAINES','Expression francaise -relations humaines',2281
'EX-FR','EXPRESSION FRANCAISE','Expression francaise',2282
'FR-PE','FRANCAIS ET PROBLEMES ECONOMIQUES','Francais et problemes economiques',2283
'FIN1C','FINNOIS    LV1  CORRESP.','Finnois    lv1  corresp.',2284
'HICON','HISTOIRE CONTEMPORAINE','Histoire contemporaine',2285
'NOR1C','NORVEGIEN LV1  CORRESP.','Norvégien lv1  corresp.',2286
'SUE4','SUEDOIS LV RENFORCE','Suédois lv renforce',2287
'TUR4C','TURC LV RENFORCE CORRESP.','Turc lv renforce corresp.',2288
'VIE4C','VIETNAMIEN LV RENFORCE CORRESP.','Vietnamien lv renforce corresp.',2289
'COPAC','CONCEPTION DES PARTIES DE COMMANDE','Conception des parties de commande',2290
'AMSIQ','ARCHIT.MATERIEL.SYST.INFORMATIQUES','Archit.materiel.syst.informatiques',2291
'ACPIG','ACTIONS PROFESSIO.(INFORMATQ GEST.)','Actions professio.(informatq gest.)',2292
'TINFC','TECHNOLOGIE INFORMATION ET COMMUNICATION','Technologie information et communication',2293
'TPPRT','TRAVAUX PRATIQUES (PROTHES.-ORTHES)','Travaux pratiques (prothes.-orthes)',2294
'TSPEC','TECHNIQUE DE SPECTACLE','Technique de spectacle',2295
'LGTEC','LANGAGE TECHNIQUE','Langage technique',2296
'COGDF','COMMUNIC.ORG.GEST.DOSSIERS FONCTIONNELS','Communic.org.gest.dossiers fonctionnels',2297
'EPFRA','EXPRES.PLASTIQ.FONDAM.-RECHERCHE APPLIQ.','Expres.plastiq.fondam.-recherche appliq.',2298
'TROID','COMPREHENSION 3D','Comprehension 3d',2299
'HISMC','HISTOIRE MODERNE ET CONTEMPORAINE','Histoire moderne et contemporaine',2300
'MELRC','LANGUES MELANESIENNES  LV.REG. CORRESP.','Langues mélanesiennes  lv.reg. Corresp.',2301
'LMRRC','MELANESIEN DREHU  LV.REG. CORRESP.','Mélanésien drehu  lv.reg. Corresp.',2302
'LMDRC','MELANESIEN PAICI  LV.REG. CORRESP.','Mélanésien paici  lv.reg. Corresp.',2303
'MEORL','MEO REALISAT. (FABRIC. ESSAIS CONTROLES)','Meo realisat. (fabric. essais controles)',2304
'REAAP','REALISATION DE L''APPAREILLAGE','Realisation de l''appareillage',2306
'TOIFA','TECHNIQ.ORG.  TECHNIQ.INFO.FORMAT.ANIM.','Techniq.org.  techniq.info.format.anim.',2307
'STBIO','SCIENCES ET TECHNO. DES BIO-INDUSTRIES','Sciences et techno. des bio-industries',2308
'DRTPR','DROIT PROFESSIONNEL','Droit professionnel',2309
'EOASS','ECONOMIE ET ORGANISATION DE L''ASSURANCE','Economie et organisation de l''assurance',2310
'QUALI','QUALITE (FAMILLE 31)','Qualite (famille 31)',2311
'AELTT','AUTOMATISME ET ELECTROTECHNIQUE','Automatisme et electrotechnique',2312
'PER1C','PERSAN LV1 CORRESP.','Persan lv1 corresp.',2316
'AMH9','AMHARIQUE LANGUE DE SECTION','Amharique langue de section',2318
'BER9','BERBERE LANGUE DE SECTION','Berbère langue de section',2319
'EATCI','ECOLOGIE-AGRONOMIE-TERRITOIRE-CITOYENNET','Ecologie-agronomie-territoire-citoyennet',2323
'TPE','TRAVAUX PERSONNELS ENCADRES','Travaux personnels encadrés',2324
'GCMTP','GENIE CIVIL ET MATERIELS TRAVX PUBLICS','Genie civil et materiels travx publics',2325
'CPSMB','COMMERC.PRDTS SERV.MICRO-INFORM.BUREAUTQ','Commerc.prdts serv.micro-inform.bureautq',2326
'IEXPA','IMMUNOLOGIE ET EXPERIMENTATION ANIMALE','Immunologie et experimentation animale',2327
'MAPSP','MATHEMATIQUES  APPLIQUEES  SC.PHYSIQUES','Mathematiques  appliquees  sc.physiques',2328
'GEXPL','GESTION DE L''EXPLOITATION','Gestion de l''exploitation',2329
'AGTCI','AGRONOMIE-TERRITOIRE-CITOYENNETE','Agronomie-territoire-citoyennete',2330
'THED5','THEATRE 5 HEURES','Theatre 5 heures',2331
'METSO','METHODOLOGIE DU TRAVAIL SOCIAL','Methodologie du travail social',2332
'TCMPC','TECHNOLOG.CONTROL.MATX (PLASTQ.COMPOSIT)','Technolog.control.matx (plastq.composit)',2333
'MPOPC','MAINTEN.PROCESSUS OUTILLAGE (PLAST.COMP)','Mainten.processus outillage (plast.comp)',2334
'ISING','INITIATION AUX SCIENCES DE L''INGENIEUR','Initiation aux sciences de l''ingenieur',2335
'TECBQ','TECHNIQUES BANCAIRES','Techniques bancaires',2336
'ASPAT','ANALYSE SPATIALE APPLIQUEE AU TOURISME','Analyse spatiale appliquee au tourisme',2337
'PATRG','PATRIMOINE CULTUREL & TOURISTQ. REGIONAL','Patrimoine culturel & touristq. regional',2338
'MPTOU','MERCATIQUE ET PRODUCTIONS TOURISTIQUES','Mercatique et productions touristiques',2339
'EPSCO','EDUC. PHYSIQUE ET SPORTIVE DE COMPLEMENT','Education physique et sportive de complément',2340
'PAAHA','PROJET ART APPLIQUE ET HISTOIRE DE L''ART','Projet art applique et histoire de l''art',2341
'CRE C','CREOLE CORRESP.','Créole corresp.',2342
'CRERC','CREOLE LV.REG.CORRESP.','Créole lv.reg.corresp.',2343
'PVOIL','PLANCHE A VOILE','Planche a voile',2344
'ROLLE','ACTIVITES SPORTIVES SUR ROLLERS','Activites sportives sur rollers',2345
'SUBAQ','ACTIVITES SPORTIVES SUBAQUATIQUES','Activites sportives subaquatiques',2346
'SUBAN','ACTIVIT.SPORT.SUBAQUATIQ. PLEINE NATURE','Activit.sport.subaquatiq. pleine nature',2347
'AACAR','ARTS APPLIQUES ET CULTURES ARTISTIQUES','Arts appliques et cultures artistiques',2348
'IDLCI','ITINERAIRE DECOUVERTE (LANGUES CIVILIS.)','Itineraire decouverte (langues civilis.)',2349
'DLIAR','DOMAINE LITTERAIRE ET ARTISTIQUE','Domaine litteraire et artistique',2350
'PRISQ','PREVENTION DES RISQUES','Prevention des risques',2351
'ISYST','INFORMATIQUE SYSTEME','Informatique systeme',2352
'HIN5','HINDI DEBUTANT','Hindi debutant',2353
'INM2','INDONESIEN-MALAYSIEN  LV2','Indonésien-malaysien  lv2',2354
'INM2C','INDONESIEN-MALAYSIEN LV2  CORRESP.','Indonésien-malaysien lv2  corresp.',2355
'MAC9','MACEDONIEN LANGUE DE SECTION','Macédonien langue de section',2356
'PEU2C','PEUHL LV2  CORRESP.','Peuhl lv2  corresp.',2357
'SLQ9','SLOVAQUE LANGUE DE SECTION','Slovaque langue de section',2358
'SLN9','SLOVENE LANGUE DE SECTION','Slovène langue de section',2359
'SWA9','SWAHILI LANGUE DE SECTION','Swahili langue de section',2360
'MBTAN','MICROBIOLOGIE ET TECHNOLOGIES D''ANALYSE','Microbiologie et technologies d''analyse',2361
'COMST','COMPORTEMENT DES SYSTEMES TECHNIQUES','Comportement des systemes techniques',2362
'DECP6','DECOUVERTE PROFESSIONNELLE 6 HEURES','Decouverte professionnelle 6 heures',2363
'DECP3','DECOUVERTE PROFESSIONNELLE 3 HEURES','Decouverte professionnelle 3 heures',2364
'INFCO','INFORMATION ET COMMUNICATION','Information et communication',2365
'INFGE','INFORMATION ET GESTION','Information et gestion',2366
'MANOR','MANAGEMENT DES ORGANISATIONS','Management des organisations',2367
'CPTFI','COMPTABILITE ET FINANCE D''ENTREPRISES','Comptabilite et finance d''entreprises',2368
'GESSI','GESTION DES SYSTEMES D''INFORMATION','Gestion des systemes d''information',2369
'PHYAP','PHYSIQUE APPLIQUEE','Physique appliquee',1989
'CULSP','CULTURE DU SPECTACLE','Culture du spectacle',1990
'DPRJT','DEMARCHE DE PROJET','Demarche de projet',1991
'EGOTR','ECONOMIE GESTION ORGANISATION DU TRAVAIL','Economie gestion organisation du travail',1992
'THSIG','THEORIE DU SIGNAL','Theorie du signal',1993
'ELPUI','ELECTRONIQUE DE PUISSANCE','Electronique de puissance',1994
'PAUDI','PERCEPTION AUDITIVE','Perception auditive',1995
'PVISU','PERCEPTION VISUELLE','Perception visuelle',1996
'ECLAI','ECLAIRAGE','Eclairage',1997
'SONOR','SONORISATION','Sonorisation',1998
'EQLSC','EQUIPEMENT DES LIEUX SCENIQUES','Equipement des lieux sceniques',1999
'FUTIL','FONCTION UTILISATEUR','Fonction utilisateur',2000
'THEAT','THEATRE','Théâtre',2001
'EMUGT','EDUCATION MUSICALE GENERALE ET TECHNIQUE','Education musicale generale et technique',2002
'PCVOI','PRATIQ. COLLECTIVE VOCALE  INSTRUMENTALE','Pratiq. collective vocale  instrumentale',2003
'FINST','FORMATION INSTRUMENTALE','Formation instrumentale',2004
'CHKCO','CHANT CHORAL COLLECTIF','Chant choral collectif',2005
'FVOCA','FORMATION VOCALE','Formation vocale',2006
'ETMIC','ETUDES (MICROTECHNIQUES)','Etudes (microtechniques)',2007
'PRMIC','PREPARATION (MICROTECHNIQUES)','Preparation (microtechniques)',2008
'SER2','SERBE LV2','Serbe lv2',2009
'SER3','SERBE LV3','Serbe lv3',2010
'SER5','SERBE DEBUTANT','Serbe debutant',2011
'SER9','SERBE LANGUE DE SECTION','Serbe langue de section',2012
'SER2C','SERBE LV2  CORRESP.','Serbe lv2  corresp.',2013
'SER3C','SERBE LV3  CORRESP.','Serbe lv3  corresp.',2014
'CRO2','CROATE LV2','Croate lv2',2015
'CRO3','CROATE LV3','Croate lv3',2016
'CRO5','CROATE DEBUTANT','Croate debutant',2017
'CRO9','CROATE LANGUE DE SECTION','Croate langue de section',2018
'CRO2C','CROATE LV2  CORRESP.','Croate lv2  corresp.',2019
'CRO3C','CROATE LV3  CORRESP.','Croate lv3  corresp.',2020
'BAM2','BAMBARA  LV2','Bambara  lv2',2021
'BAM3','BAMBARA LV3','Bambara lv3',2022
'BAM5','BAMBARA DEBUTANT','Bambara debutant',2023
'BAM9','BAMBARA LANGUE DE SECTION','Bambara langue de section',2024
'BAM2C','BAMBARA LV2  CORRESP.','Bambara lv2  corresp.',2025
'BAM3C','BAMBARA LV3  CORRESP.','Bambara lv3  corresp.',2026
'COE2','COREEN  LV2','Coréen  lv2',2027
'COE3','COREEN LV3','Coréen lv3',2028
'COE5','COREEN DEBUTANT','Coréen debutant',2029
'COE9','COREEN LANGUE DE SECTION','Coréen langue de section',2030
'COE2C','COREEN LV2  CORRESP.','Coréen lv2  corresp.',2031
'COE3C','COREEN LV3  CORRESP.','Coréen lv3  corresp.',2032
'HAO2','HAOUSSA  LV2','Haoussa  lv2',2033
'HAO3','HAOUSSA LV3','Haoussa lv3',2034
'HAO5','HAOUSSA DEBUTANT','Haoussa debutant',2035
'HAO9','HAOUSSA LANGUE DE SECTION','Haoussa langue de section',2036
'HAO2C','HAOUSSA LV2  CORRESP.','Haoussa lv2  corresp.',2037
'HAO3C','HAOUSSA LV3  CORRESP.','Haoussa lv3  corresp.',2038
'HIN2','HINDI  LV2','Hindi  lv2',2039
'HIN3','HINDI LV3','Hindi lv3',2040
'HIN9','HINDI LANGUE DE SECTION','Hindi langue de section',2041
'HIN2C','HINDI LV2  CORRESP.','Hindi lv2  corresp.',2042
'HIN3C','HINDI LV3  CORRESP.','Hindi lv3  corresp.',2043
'INM3','INDONESIEN-MALAYSIEN LV3','Indonésien-malaysien lv3',2044
'INM5','INDONESIEN-MALAYSIEN DEBUTANT','Indonésien-malaysien debutant',2045
'INM9','INDONESIEN-MALAYSIEN LANGUE DE SECTION','Indonésien-malaysien langue de section',2046
'INM3C','INDONESIEN-MALAYSIEN LV3  CORRESP.','Indonésien-malaysien lv3  corresp.',2047
'MAC2','MACEDONIEN  LV2','Macédonien  lv2',2048
'MAC3','MACEDONIEN LV3','Macédonien lv3',2049
'MAC5','MACEDONIEN DEBUTANT','Macédonien debutant',2050
'MAC2C','MACEDONIEN LV2  CORRESP.','Macédonien lv2  corresp.',2051
'MAC3C','MACEDONIEN LV3  CORRESP.','Macédonien lv3  corresp.',2052
'PEU2','PEUHL  LV2','Peuhl  lv2',2053
'PEU3','PEUHL LV3','Peuhl lv3',2054
'PEU5','PEUHL DEBUTANT','Peuhl debutant',2055
'PEU9','PEUHL LANGUE DE SECTION','Peuhl langue de section',2056
'PEU3C','PEUHL LV3  CORRESP.','Peuhl lv3  corresp.',2057
'CAEHT','COND.ANIMAT.ENTREPRISE HOTELIERE','Cond.animat.entreprise hoteliere',2058
'O-STT','ORGANISATION DE LA STATION','Organisation de la station',2059
'SHUTE','SCIENCES HUMAINES ET TECHNIQUES D''EXPRES','Sciences humaines et techniques d''expres',2060
'GGTIC','GEO.GENE.-TOURIS. ET ITINERAIRES COMMERC','Geo.gene.-touris. et itineraires commerc',2061
'ATTOG','ACTION TOURISTIQUE GENERALE','Action touristique generale',2062
'ATTOA','ACTION TOURISTIQUE APPROFONDIE','Action touristique approfondie',2063
'BTARI','BILLETTERIE ET TARIFICATION','Billetterie et tarification',2064
'O-PCL','ORGANISATION ET PRODUCTION CULINAIRE','Organisation et production culinaire',2065
'G-HOT','GESTION HOTELIERE','Gestion hoteliere',2066
'IHOTM','INGENIERIE HOTEL ET MAINTENANCE','Ingenierie hotel et maintenance',2067
'E-TRU','ECONOMIE DE LA CONSTRUCTION','Economie de la construction',2068
'E-OGN','ECONOMIE GENERALE','Economie generale',2069
'EVEJU','ENVIRONNEMENT ECONOMIQUE ET JURIDIQUE','Environnement economique et juridique',2070
'DGSMQ','DROIT, GESTION ET MERCATIQUE APPLIQUEE','Droit, gestion et mercatique appliquee',2071
'TTDON','TRAITEMENT DES DONNEES','Traitement des donnees',2072
'STT','SCIENCES ET TECHNOLOGIES TERTIAIRES','Sciences et technologies tertiaires',2073
'G-AMG','GESTION ET APPLICATION MATH.A LA GESTION','Gestion et application math.a la gestion',2074
'APROF','APPROFONDISSEMENTS','Approfondissements',2075
'DR-VG','DROIT, VIE ET GESTION DES ENTREPRISES','Droit, vie et gestion des entreprises',2076
'DR-TR','DROIT DU TRAVAIL','Droit du travail',2077
'DR-TL','DROIT TRAVAIL,LEGISLATION SOC,ORG ENTREP','Droit travail,legislation soc,org entrep',2078
'G-ELT','GESTION ENTREPRISES-LEGISLATION TRAVAIL','Gestion entreprises-legislation travail',2079
'LGTRA','LEGISLATION DU TRAVAIL','Legislation du travail',2080
'I-DCI','INITIATION AU DROIT CIVIL','Initiation au droit civil',2081
'CMNLE','COMMUNIC.PROFESS.SECRET.LANGUES ETRANG.','Communic.profess.secret.langues etrang.',2082
'BRTSD','BUREAUTIQUE ET SECRETARIAT DIVERS','Bureautique et secretariat divers',2083
'ETOM','ETUDE DES OFFRES ET MARCHES','Etude des offres et marches',2084
'CMNNE','COMMUNICATION ET NEGOCIATION','Communication et negociation',2085
'ATTCA','ACTIONS TECHNICO-COMMERCIALES APPLIQUEES','Actions technico-commerciales appliquees',2086
'T-TCI','TECHNIQUE DU COMMERCE INTERNATIONAL','Technique du commerce international',2087
'OU-GC','OUTILS DE GESTION COMMERCIALE','Outils de gestion commerciale',2088
'VPAMT','VENTE PRODUITS ARTS MAISON TABLE','Vente produits arts maison table',2090
'SMS','SCIENCES MEDICO-SOCIALES','Sciences medico-sociales',2091
'BTGBD','BIOTECHNOLOGIE GENIE BIO DIVERS','Biotechnologie genie bio divers',2092
'MCESF','MODE INTERVENTION CONSEILLER EN ESF','Mode intervention conseiller en esf',2093
'E-SFQ','ECONOMIE SOCIALE-FAMILIAL.APPL.QUOTIDIEN','Economie sociale-familial.appl.quotidien',2094
'T-PRO','TECHNIQUES PROFESSIONNELLES','Techniques professionnelles',2095
'CO-MV','CONNAISSANCE MILIEU VIE ET TRAVAIL','Connaissance milieu vie et travail',2096
'BTSAD','BIOTECHNOLOGIE SANTE DIVERS','Biotechnologie sante divers',2097
'BCHPH','BIOCHIMIE PHYSIOLOGIE','Biochimie physiologie',2098
